,position,title,link,displayed_link,date,snippet,snippet_highlighted_words,sitelinks,about_this_result,about_page_link,cached_page_link,related_pages_link,rich_snippet,query,lang,country,termid,related_results,related_questions,thumbnail,images
4,5,بحث حول سوء التغذية - موضوع,https://mawdoo3.com/%D8%A8%D8%AD%D8%AB_%D8%AD%D9%88%D9%84_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9,https://mawdoo3.com › معلومات غذائية,,مظاهر سوء التغذية · فقدان الشهيّة، أو قلّة الرغبة باستهلاك الطَعام والشراب. · التعب، والتهيج (بالإنجليزيّة: Irritability) · عدم القدرة على التركيز. · الشعور ...,['سوء التغذية'],"{'inline': [{'title': '١ سوء التغذية', 'link': 'https://mawdoo3.com/%D8%A8%D8%AD%D8%AB_%D8%AD%D9%88%D9%84_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9#.D8.B3.D9.88.D8.A1_.D8.A7.D9.84.D8.AA.D8.BA.D8.B0.D9.8A.D8.A9'}, {'title': '٢ أنواع سوء التغذية', 'link': 'https://mawdoo3.com/%D8%A8%D8%AD%D8%AB_%D8%AD%D9%88%D9%84_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9#.D8.A3.D9.86.D9.88.D8.A7.D8.B9_.D8.B3.D9.88.D8.A1_.D8.A7.D9.84.D8.AA.D8.BA.D8.B0.D9.8A.D8.A9'}, {'title': '٣ أسباب سوء التغذية', 'link': 'https://mawdoo3.com/%D8%A8%D8%AD%D8%AB_%D8%AD%D9%88%D9%84_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9#.D8.A3.D8.B3.D8.A8.D8.A7.D8.A8_.D8.B3.D9.88.D8.A1_.D8.A7.D9.84.D8.AA.D8.BA.D8.B0.D9.8A.D8.A9'}, {'title': '٨ حل مشكلة سوء التغذية', 'link': 'https://mawdoo3.com/%D8%A8%D8%AD%D8%AB_%D8%AD%D9%88%D9%84_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9#.D8.AD.D9.84_.D9.85.D8.B4.D9.83.D9.84.D8.A9_.D8.B3.D9.88.D8.A1_.D8.A7.D9.84.D8.AA.D8.BA.D8.B0.D9.8A.D8.A9'}]}",,,,,,سوء التغذية,ar,EG,53,,,,
5,6,تعريف سوء التغذية - موضوع,https://mawdoo3.com/%D8%AA%D8%B9%D8%B1%D9%8A%D9%81_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9,https://mawdoo3.com › معلومات غذائية,,حسب منظمة الصحة العالمية؛ يشير مصطلح سوء التغذية (بالإنجليزية: Malnutrition) إلى قصور، أو تجاوز، أو اختلال في استهلاك الشخص الكمية المناسبة من الطاقة، ...,['سوء التغذية'],,,,,,,سوء التغذية,ar,EG,53,,,,
6,7,الغذاء والتغذية - سوء التغذية - وزارة الصحة,https://www.moh.gov.sa/HealthAwareness/EducationalContent/Food-and-Nutrition/Pages/Poor_Nutrition.aspx,https://www.moh.gov.sa › Pages › Poor_Nutrition,,ما آثار سوء التغذية؟ يسبب سوء التغذية عددًا من المشكلات كالنحافة الشديدة، أو قصر القامة الشديد مقارنة بعمر الشخص، أو نقص الفيتامينات والمعادن ( ...,"['سوء التغذية', 'سوء التغذية']",,,,,,{'top': {'extensions': ['٢٨\u200f/٠٢\u200f/٢٠١٨ —']}},سوء التغذية,ar,EG,53,,,,
7,8,نقص التغذية - دليل MSD الإرشادي إصدار المُستخدِم - MSD ...,https://www.msdmanuals.com/ar/home/%D8%A7%D8%B6%D8%B7%D8%B1%D8%A7%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9/%D9%86%D9%82%D8%B5%D9%8F-%D8%A7%D9%84%D8%AA%D9%91%D9%8E%D8%BA%D8%B0%D9%8A%D8%A9-undernutrition/%D9%86%D9%82%D8%B5-%D8%A7%D9%84%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9,https://www.msdmanuals.com › اضطرابات-التغذية › ن...,,نقص التغذية بالبروتين والطاقة Protein-energy undernutrition (يسمى سوءُ التَّغذِيَةِ بالبروتينِ والطَّاقَة protein-energy malnutrition أيضًا) هو نقصٌ شديدٌ ...,"['التغذية', 'سوءُ']",,,,,,,سوء التغذية,ar,EG,53,,,,
8,9,التغذية | UNICEF مصر,https://www.unicef.org/egypt/ar/nutrition,https://www.unicef.org › egypt › nutrition,,"ويمكن ملاحظة ""العبء المزدوج لسوء التغذية"" في ظل وجود حالات نقص التغذية إلى جانب زيادة الوزن / السمنة أو العيوب المرتبطة بالنظام الغذائي لدى الأفراد. إن الأطفال ...",['لسوء التغذية'],,,,,,,سوء التغذية,ar,EG,53,,,,
0,1,أمن غذائي - ويكيبيديا,https://ar.wikipedia.org/wiki/%D8%A3%D9%85%D9%86_%D8%BA%D8%B0%D8%A7%D8%A6%D9%8A,https://ar.wikipedia.org › wiki › أمن_غذائي,,إن الأمن الغذائي، وفقًا لقولهم، هو مدى توفر الغذاء الكافي خلال كل الأوقات، ذو قيمة غذائية، ومتنوع، ومتوازن، ومتوافق وإمدادات الغذاء العالمية من المواد الغذائية ...,['الأمن الغذائي'],,,,,,,الامن الغذائي,ar,EG,54,,,,
1,2,منظمة الصحة العالمية | المكتب الإقليمي لشرق المتوسط | الأمن ...,http://www.emro.who.int/ar/nutrition/food-security/,http://www.emro.who.int › nutrition › food-security,,يشمل الأمن الغذائي الوصول المادي والاقتصادي للغذاء. تشمل المكونات الرئيسية للأمن الغذائي الجوانب التالية. التوافر: وجود كميات كافية من غذاء مناسب من إنتاج محلي، ...,['الأمن الغذائي'],,,,,,,الامن الغذائي,ar,EG,54,,,,
2,3,مفهوم الأمن الغذائي - موضوع,https://mawdoo3.com/%D9%85%D9%81%D9%87%D9%88%D9%85_%D8%A7%D9%84%D8%A3%D9%85%D9%86_%D8%A7%D9%84%D8%BA%D8%B0%D8%A7%D8%A6%D9%8A,https://mawdoo3.com › مفاهيم عامة,,بالخلاصة، نتوصل إلى أن مفهوم الأمن الغذائي يُشير إلى ضرورة توفير ما يحتاجه الأفراد من مواد لازمة من منتجات غذائية، وقد يكون هذا التوفير يعتمد على التعاون مع ...,['الأمن الغذائي'],,,,,,,الامن الغذائي,ar,EG,54,,,,
3,4,الأمن الغذائي والتغذية والزراعة المستدامة,https://sdgs.un.org/ar/topics/food-security-and-nutrition-and-sustainable-agriculture,https://sdgs.un.org › topics › food-security-and-nutritio...,,ونظراً للنطاق الحالي لتدهور الأراضي على الصعيد العالمي، فإن الفوائد المحتملة من استعادة الأراضي من أجل الأمن الغذائي والتخفيف من حدة تغير المناخ هائلة.,['الأمن الغذائي'],,,,,,,الامن الغذائي,ar,EG,54,,,,
4,5,2021 موجز عن ﺣﺎﻟﺔ اﻷﻣﻦ اﻟﻐﺬاﺋﻲ واﻟﺘﻐﺬﻳﺔ في العالم - FAO,https://www.fao.org/documents/card/ar/c/CB5409AR/,https://www.fao.org › documents › card,,"ويحتوي الموجز على الرسائل الرئيسية نسخة مختصرة من المنشور الرئيسي لمنظمة الأغذية والزراعة ""ﺣﺎﻟﺔ اﻷﻣﻦ اﻟﻐﺬاﺋﻲ واﻟﺘﻐﺬﻳﺔ في العالم 2021""، والنقاط الأساسية من ...",['اﻷﻣﻦ اﻟﻐﺬاﺋﻲ'],,,,,,,الامن الغذائي,ar,EG,54,,,,
5,6,- 2019 حالة الأمن الغذائي والتغذية في العالم | FAO | منظمة ...,https://www.fao.org/publications/sofi/2019/ar/,https://www.fao.org › publications › sofi,,ويهدف التقرير إلى تقديم معلومات عن التقدم المحرز في القضاء على الجوع وتحقيق الأمن الغذائي وتحسين التغذية وكذا تحسين التحليل المعمق للتحديات الرئيسية من أجل ...,['الأمن الغذائي'],,,,,,,الامن الغذائي,ar,EG,54,,,,
6,7,الأمن الغذائي - البوابة الرسمية لحكومة الإمارات العربية المتحدة,https://u.ae/ar-ae/information-and-services/environment-and-energy/food-security,https://u.ae › environment-and-energy › food-security,,وزيرة دولة للأمن الغذائي والمائي. لأن مسالة الأمن الغذائي أصبحت مفصلية ولابد أن تتسابق الدول في سرعة الوصول إلى اكتفاء ذاتي من الغذاء أعلن مجلس الوزراء ...,['الأمن الغذائي'],,,,,,,الامن الغذائي,ar,EG,54,,,,
7,8,دراسة جديدة: مصر نجحت في تحقيق الأمن الغذائي ولكن التحديات ...,https://gate.ahram.org.eg/News/3433596.aspx,https://gate.ahram.org.eg › News,,أصدر المنتدى الاستراتيجي للسياسات العامة ودراسات التنمية دراية دراسة تحليلة حول واقع أوضاع الأمن الغذائي فى مصر وتطور حجم الفجوة الغذائية ...,['الأمن الغذائي'],,,,,,{'top': {'extensions': ['٠٧\u200f/٠٣\u200f/٢٠٢٢ —']}},الامن الغذائي,ar,EG,54,,,,
8,9,الأمن الغذائى أولوية قصوى.. تفعيل أدوات الرقابة وضبط ...,https://www.youm7.com/story/2022/3/14/%D8%A7%D9%84%D8%A3%D9%85%D9%86-%D8%A7%D9%84%D8%BA%D8%B0%D8%A7%D8%A6%D9%89-%D8%A3%D9%88%D9%84%D9%88%D9%8A%D8%A9-%D9%82%D8%B5%D9%88%D9%89-%D8%AA%D9%81%D8%B9%D9%8A%D9%84-%D8%A3%D8%AF%D9%88%D8%A7%D8%AA-%D8%A7%D9%84%D8%B1%D9%82%D8%A7%D8%A8%D8%A9-%D9%88%D8%B6%D8%A8%D8%B7-%D8%A7%D9%84%D8%A3%D8%B3%D9%88%D8%A7%D9%82-%D9%84%D9%85%D9%86%D8%B9/5690686,https://www.youm7.com › story › الأمن-الغذائى-أولوية-...,,الأمن الغذائى أولوية قصوى.. تفعيل أدوات الرقابة وضبط الأسواق لمنع الاحتكار. انفوجراف المركز الاعلامي لمجلس الوزراء. كتبت هند مختار. الإثنين ...,['الأمن الغذائى'],,,,,,{'top': {'extensions': ['١٤\u200f/٠٣\u200f/٢٠٢٢ —']}},الامن الغذائي,ar,EG,54,,,,
0,1,دليلك لفهم السعرات الحرارية - ويب طب,https://www.webteb.com/articles/%D8%AF%D9%84%D9%8A%D9%84%D9%83-%D9%84%D9%81%D9%87%D9%85-%D8%A7%D9%84%D8%B3%D8%B9%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D8%B1%D9%8A%D8%A9_15019,https://www.webteb.com › articles › دليلك-لفهم-السعر...,,تعرف السعرات الحرارية على أنها مقياس الطاقة الذي يمدنا بها الغذاء، والسعرة الحرارية الواحدة (calories) هي كمية الحرارة اللازمة لرفع درجة ...,['والسعرة الحرارية'],,,,,,{'top': {'extensions': ['٢٧\u200f/١٠\u200f/٢٠١٤ —']}},سعرة حرارية,ar,EG,56,,,,
1,2,سعرة - ويكيبيديا,https://ar.wikipedia.org/wiki/%D8%B3%D8%B9%D8%B1%D8%A9,https://ar.wikipedia.org › wiki › سعرة,,السعرة الحرارية أو الكالوري أو الحريرة، جمعها حريرات أو سعر، جمعه سعرات هي وحدة لقياس الطاقة الحرارية تُعرّف بأنها كمية الحرارة اللازمة لرفع درجة حرارة جرام ...,['السعرة الحرارية'],,,,,,,سعرة حرارية,ar,EG,56,,,,
2,3,حاسبة السعرات الحرارية (BMR) | الكونسلتو,https://www.elconsolto.com/calculator/bmr,https://www.elconsolto.com › calculator › bmr,,"حاسبة السعرات الحرارية (BMR) هي عملية حسابية تقوم على حساب عدد السعرات الحرارية المستهلكة يوميا للشخص (ذكر /أنثى) بناء على عدة عوامل مثل الطول, الوزن, ...","['الحرارية', 'الحرارية']",,,,,,,سعرة حرارية,ar,EG,56,,,,
3,4,الأدوات الصحية - حساب السعرات الحرارية - وزارة الصحة,https://www.moh.gov.sa/HealthAwareness/MedicalTools/Pages/CalorieCalculate.aspx,https://www.moh.gov.sa › Pages › CalorieCalculate,,هي عملية حسابية تقوم على حساب عدد السعرات الحرارية المستهلكة يومياً للشخص (ذكر /أنثى) بناءً على عدة عوامل مثل الوزن، والطول، والعمر، ونوع ...,['الحرارية'],,,,,,{'top': {'extensions': ['٠٨\u200f/٠٦\u200f/٢٠٢١ —']}},سعرة حرارية,ar,EG,56,,,,
4,5,حساب السعرات الحرارية: ارجع إلى أساسيات إنقاص الوزن - Mayo ...,https://www.mayoclinic.org/ar/healthy-lifestyle/weight-loss/in-depth/calories/art-20048065,https://www.mayoclinic.org › calories › art-20048065,,إن السعرات الحرارية هي الطاقة الكامنة في الغذاء. فيحتاج جسمك باستمرار إلى الطاقة ويستخدم السعرات الحرارية من الطعام للحفاظ على أداء وظيفته. وتعمل الطاقة ...,"['الحرارية', 'الحرارية']",,,,,,,سعرة حرارية,ar,EG,56,,,,
